book_id,author
11295329,2752240
470503,22340
12675105,5220577
15189170,177071
15189171,177071
6619037,606876
152532,14002590
152530,14002590
152535,14002590
15777397,5038699
15777398,6466154
17800801,7363
34114258,16389240
2928309,16070
6383302,229216
6383306,828451
1573351,686430
1797237,782131
18215664,187415
6508048,117057
15573925,44150
8429303,13454
25349217,34682
29855394,4608196
98390,1340291
13298184,26480
9947556,4026
6707931,3020784
694475,1691
393866,1939186
22291540,2965482
2621475,72321
18482526,4261
5997878,765122
1278093,173801
141600,290375
3999493,1704993
12027057,5038424
516650,903
12438482,981328
31697135,15684708
418216,19990
6356660,5761976
15771798,8567
19674780,1438
8358980,667852
29932350,3283795
251121,55323
9432234,2927538
15790207,6457123
1561019,726091
1103978,544854
8488725,6466154
22752655,7906
836062,57242
743972,656983
18192125,13275
3930919,2992225
47180,4261
18490555,237476
405238,116236
15849609,1430446
25731868,14104125
30423283,4106031
12011051,406026
7786942,64931
18109404,72596
8340952,4050712
20327334,2697
6870005,973
31208742,4624490
9968063,2111680
8131481,159700
18307006,3001125
1055873,233274
6580847,42920
21411190,8034308
998064,30055
518246,14872
13629111,5827236
27069781,14492645
633627,341972
2359345,115360
16090292,73785
13572380,713564
34376890,16486613
936208,105289
936209,105289
936207,105289
23015378,5352321
25378291,7758573
24906265,13453
1971154,2059918
1971153,2988367
27625946,44150
303508,29967
3669893,20775
27778116,5031312
6313904,54133
74534,4273
18591254,1401455
218985,128214
35394156,45711
486085,5158478
567011,52096
1657005,66244
1160501,7014283
12713072,5050780
17332882,5031312
2951693,1274805
16700063,1127
324389,77318
2430716,358055
1515387,707436
325698,13181
25586865,8340210
33950809,11553658
9311644,13847
6164314,6669
2715832,11978
7146618,678844
10749192,43790
523957,290578
6819632,84169
1371350,6466154
6134973,41588
224300,4273
9110875,4699102
1647386,89151
35435558,13735481
23492069,4126858
11845422,7816
623185,336926
13630583,43693
1453838,480863
2213236,140617
1396606,552426
1292895,484353
1292896,484353
1292899,484353
11890081,59712
13108509,6466154
18002178,2829613
865204,446692
5966818,839040
1905422,867571
1807341,435477
857449,141801
6984846,10697
732354,388797
1222469,45860
13586882,593411
250048,9325
29224035,18540
15635,7902
14523564,56804
24796277,13436915
18367837,1438
5098314,460927
14943875,53711
1360373,646690
18075374,51739
5269911,75055
13259644,4388
144101,83301
28347334,77318
4803601,99635
13586667,823005
7953223,13836
1721405,438069
9430304,185434
23941430,8298986
432164,40274
1407969,664649
6324818,44790
25527249,14508838
20979101,3063656
1496385,699739
161430,93579
417782,121117
25785774,3080
12559320,4842619
18336159,6938403
593786,5481957
15903019,4763636
8805803,5158478
752886,1438
18901,11368
825647,61509
3824832,194437
463016,259608
2353702,1055589
11872363,5031312
24977055,5779526
3295509,3503
25194384,4273
8729193,29963
24890269,6466154
1333840,503615
603963,301262
10154769,4566111
860818,444961
11550450,29947
14290949,5990693
1454842,338465
12143095,1361393
6146024,2802028
21608751,61996
3611264,500
28515389,5137205
15749511,17439
743715,29574
1639650,758261
18284560,4591824
789667,10532
873462,123851
659775,354468
1991879,370965
435060,147688
435061,206305
435063,147688
852662,282944
21219304,24391
2764176,5031312
226946,4261
8417025,798013
14061264,44407
522835,289985
522836,289985
1222240,185780
13177529,37893
1720257,41028
2257365,592773
13558213,5782719
24742803,5763697
775292,7906
30700984,15387481
1272038,1938
7156792,11529
959663,486012
1555969,38069
22605867,399880
6639509,18540
10705914,720534
11212,7277
17344199,187307
13142341,4026
821682,240975
8491529,5773
705212,310461
1254774,34610
8580683,8164
17901445,142
1738831,13510789
704871,89272
704877,121117
552496,875661
128076,7906
229402,72460
22521931,3211404
2092897,7816
3028840,136356
3028841,136356
24826364,13455357
24826360,30055
10218995,25415
1026806,4261
24921383,13499687
12086014,5054643
17736343,8340
9219760,7970
8649238,13275
23177623,8474027
6294151,1313957
25538499,13525249
30353202,14172768
3998688,46111
15807807,6462303
17839595,72605
1426096,214618
2673808,1174776
7040441,44736
14623094,72460
13413481,3096685
898109,224706
23316517,64931
1251411,461963
6555021,121087
9526813,59712
26127936,14224315
6990114,13847
2336665,7363
2336667,23988
9562614,45882
652727,9815452
2049769,996
13497108,947
31144646,9803460
20816032,566
25170708,13667796
15818015,29182
1251990,25492
1251991,25492
7928027,285217
2880601,75480
23464600,9809014
25365812,79704
7707352,232251
9513597,142
5024306,868827
5395061,947
20412413,7729408
9316832,947
21792868,7906
18668883,4379
16052994,720534
1038771,179103
1038770,192983
9888835,44534
1256965,283629
32455067,15932430
17934375,79350
57628,32513
16125131,473324
7920491,17148
18806887,7084483
231506,875661
2118849,41588
6082601,40967
17161730,209272
18747126,18540
3299927,7906
11255697,4822886
16065848,15189990
6061538,475382
2237666,1243005
14451574,15712699
28399149,311795
30051174,7440
22119411,6910637
118251,1782206
515187,155377
515188,155377
29585426,2849207
9264003,2752240
584302,119003
6716412,3005494
1098517,345133
10831770,4624490
6631139,367372
26047380,4952802
5409334,615675
9828871,216587
22803099,1286029
18430690,7250040
979130,146325
410384,226938
23332954,344568
125445,5157368
20724452,989975
620722,236959
6793355,94001
841152,13955966
508152,282933
221070,1036615
8049961,847059
1300420,25716
25075649,7861886
16085464,112444
1842711,841411
24551752,12591431
871377,24391
44540,23613
1008582,44790
2046895,113441
10451185,100882
1822671,832925
18144591,46600
9964335,2064329
4376512,875661
27398274,6447120
35991559,17090619
17786758,545162
1403,927
1402,919
1407,919
7573324,10547
12868912,903
25799815,42912
2113235,962515
7713912,14872
22557366,2788408
22557367,220341
22557362,214785
8066540,903075
17903346,72605
3133850,140010
3424399,728027
30968235,8157984
27973402,14706742
20663719,55132
20663713,14917594
669757,165783
669756,165783
669758,165783
1215303,115136
6673292,6466154
2726256,1197
6933611,3100343
233511,86867
1514088,706913
6342596,919
17303436,6912253
949011,30866
2015003,20124
19134941,7475966
24611612,7075956
112116,64849
1408372,631402
112113,64845
29501140,81015
9759693,11978
8537348,5217
8471067,195334
8471063,143178
23015295,30195
26068847,9884938
12776097,5247716
6112293,5767
23010086,2997392
8501974,571465
1065896,4261
25372669,5827348
3781196,1611852
6324757,854076
560724,52676
10365836,1335181
23338036,2737441
21929160,5054643
797827,276671
22079475,947
922650,7366
27063638,233668
3224278,7906
9717937,111093
17332350,5559570
31163829,7143782
1523825,75480
3396801,50750
17853404,44150
1934248,4075
1925441,140859
8329204,1438
134025,77318
134022,77318
9986814,11633
18371502,7235034
18297487,163
11715347,9586
1654354,73428
7458433,903
19248,29574
20643228,6312543
23010887,8567
1582977,142
1341592,639274
15703291,6876803
551635,1262877
9719541,4465903
15787122,75055
9796853,4234
574266,33998
771393,106404
7726965,3373487
1735980,2136
6583290,55134
11178626,6466154
34726646,7836600
562694,43887
562695,43887
562692,43887
2866209,16274366
1365226,837135
16670129,3430
27163259,2064329
6296369,1645877
2230540,211230
1200906,293331
640071,167809
640076,344989
3723660,78761
2752375,747358
22925392,5031312
35134229,13735481
17720,500
11801718,4434459
1284100,196947
30134,435477
30135,435477
616929,9876
5823509,2634898
1471142,370435
13108400,5031312
21956665,3160081
23975704,15882
23129933,899114
7826319,1499424
101994,58892
29940851,46111
732432,13847
28180232,57189
1528703,207311
13500593,1438
8747034,952101
29846912,8383493
25209833,13702467
34144419,10786157
3468641,13836
34742460,13802492
19439306,947
6333916,6939941
33946061,599188
23281518,1230
20784710,7842622
13236914,672739
13236917,216228
538121,4026
767928,26480
9164724,75055
12919053,5285249
691851,10264
16231961,6466154
22747805,2988367
11128816,3565
6396281,857467
968258,463403
10401869,4629444
883273,173427
8513715,339956
45288,1438
45287,1438
7871115,3423910
13504517,5141807
25838967,14139239
1846153,7816
15929363,14002590
1473236,2143156
19036440,656983
988745,85172
16457689,13275
24844468,5331099
1074593,532813
1415440,72119
1415443,309747
7203615,449389
8489363,4093409
25923056,7457124
12344159,2795788
26859679,14259924
1121132,13638502
17797845,7047318
28195306,7075956
23571304,765122
7799165,3398769
1912859,6466154
367563,80970
367568,80970
8454835,2847125
25237638,4273
1288580,2943108
6878432,16070
22628710,72605
21028697,99727
472703,23729
490079,49025
2319301,376100
18744759,903
996467,228491
27178026,4081
11449884,903
17976973,6669
253566,7798858
6146898,217053
563814,57189
28455405,7312551
24948186,27487
6392244,11978
375181,213910
375188,213910
23305136,6075654
20698954,990395
16057492,6544477
16057493,168122
17660097,492712
17660096,3225847
17660095,31712
1586154,238628
28454653,6391567
6555692,5158478
1679579,255082
23080135,30326
23080133,44955
1853394,274251
355148,110180
2468383,1097225
991745,499054
13516779,2474988
14820395,41588
5216558,30326
128110,903
25342649,6479899
13219077,1674053
17317860,13453
9874468,4502880
16125596,3341504
1989641,819856
13419480,187408
1450554,60697
1450556,60697
1948052,885539
1673887,772394
2817558,1857265
1119451,519252
25700255,16070
29079250,7469
18261,4699102
18263,4699102
2050781,749461
21521682,3157607
619979,15590
10674301,5765316
1640276,758496
4855787,200387
7384912,5158478
2265305,9876
3773251,36913
22580968,7571526
24178192,1719048
9748346,2111680
29223203,15012288
17804365,2720909
12732514,167915
1171264,52060
13530219,5771605
7232384,1383204
12926785,947
18656908,4624490
2547418,67113
807765,422647
23016463,934133
22385843,3008193
13632834,5031312
1525659,547168
9474372,21550
10494282,1069006
8115488,840396
16122350,4379
17231104,2690927
590169,6466154
1697163,781719
1697162,781718
1051423,78675
31821541,15714532
19250236,5158478
9905769,125244
1337053,6466154
16069511,5059431
9500018,4406587
6394375,304341
5306469,137966
2180403,5798517
172855,2889521
172854,5645643
172852,91126
172850,100818
5948328,16319055
10059909,1216465
14624561,34575
15953037,142
18528280,119814
18528282,225424
1187364,99870
11019236,692308
105224,60905
22873968,8430665
7274796,583570
1514966,7906
11545591,44407
17998354,1164464
972086,25492
997544,501498
682673,36921
18803129,7388725
16128012,45784
14760118,4713554
653046,177071
653047,177071
35233251,13735481
6617564,248172
3247828,232116
2024467,104027
8269434,213910
202159,117881
25983909,7075956
1596869,72357
17262248,16347
29621148,8445480
410289,4955836
34459236,2987062
15789206,27940
6254746,1098162
1674098,263954
350097,11525
350098,11525
2362821,656126
28860166,14879821
3789704,229532
168311,54133
7499712,3294807
13262107,854076
6218924,2830878
6218927,2830879
29951347,9514153
18367010,5031312
19318323,2892639
7455174,3279833
11240752,87097
1008485,100818
267764,65528
1841749,151222
754965,89964
544867,20903
801560,62548
389058,142
579444,248175
198633,3565
222383,121117
22087971,450200
2381145,56155
6533665,153776
398419,974993
28962764,1438
6617510,8196368
11310833,28417
9670742,161218
10254949,29970
17703489,2298851
22162514,25492
34224130,15804
27422409,14592354
807673,5559570
18467147,1113469
8343867,176117
9960540,732857
17352796,14072367
6606572,13275
15786699,159898
31667018,147628
32777867,2854946
19016318,903
13792330,27427
13792332,7469
297573,122316
2849211,1838
2711108,8164
233636,31255
24863830,13476699
1081692,6466154
403506,4624490
403503,47221
17909016,2735041
1871199,853330
23000512,6535254
6478280,2014
13422873,4993895
79521,2788408
2104625,33610
7379604,3252582
1056805,4699102
20447824,7427557
8199458,3962647
9573751,1125567
6413056,1552790
661715,192973
4570613,1242003
1337117,93667
6965880,15291385
73905,10900
609155,1438
143466,8164
1301508,36913
15796357,5553615
689267,93394
5887177,1139512
255992,1234496
6717850,3024528
25864029,3373437
304436,7468
304433,138141
14435335,5300490
2512622,676065
67522,7440
178746,24320
913271,2697
879979,453090
12713235,54296
6218381,275246
6218380,275246
34442595,255167
6062113,5481957
6280658,1577607
26056425,4624490
28943788,857339
1501154,6373
557469,198031
797853,26020
12823369,2360
7086073,1073815
16104640,6563140
19211,11533
3245015,22072
387577,55132
32490586,117631
1329652,93394
18076822,2746951
11545642,44407
1019867,128760
257578,38278
257577,13558
8460513,4085783
3628223,28502
7962352,111319
1359587,160904
15736825,11978
12173471,293740
6860741,3074895
17575237,683279
15722609,294895
1088310,424590
10984643,13275
693275,211636
18456874,7255729
1206077,585659
1206072,3097918
1206070,296961
25822656,7234401
2903021,20903
1512679,224763
6506158,996
6533557,597459
7623581,832213
1402257,228491
6954946,232475
8358434,22050
10093409,5031312
6483845,36702
63477,29970
5294568,873730
18189175,4396641
27178988,2380491
6494297,1002649
7197131,138317
1083785,536564
1726939,1665
7328663,370793
6624274,200667
50519,13275
50512,5793363
25330089,956863
29363291,282933
1739201,75480
15764119,5234871
6085308,683318
23281638,702
644996,5662837
396005,49280
396007,49280
7932289,9536
22627160,7751736
2745447,565912
17393541,6946437
9678709,4455224
6354221,435477
33550952,934133
2838671,107344
6381706,974312
7171942,43452
7624996,447372
7624994,241104
130204,3503
24796932,7744300
9367558,5689260
9367559,86787
630740,1438
142454,82226
9978353,45882
6676469,26439
5779,44736
144870,7457124
1596395,524792
559436,23511
34662737,621174
1347324,192983
868597,400262
868590,228118
868591,228118
1762827,150660
3848431,117631
295767,170723
295769,9484
720273,1127
18629284,7326381
34216713,4722232
197669,71439
197668,71439
8579400,125127
1332090,523065
20907612,321421
11160738,4670348
743913,996
768315,285217
34145932,1938
9023195,4253588
7942330,15387
2155662,441485
22411628,3072312
30278847,15280447
5956892,2731820
846492,6466154
996521,159898
63252,35563
63251,35563
3425495,8196368
32468495,14250517
3959887,11525
18695507,314021
30844244,5031312
1167398,1936
3652189,285217
6420427,1186985
13570038,1214612
2282456,29970
15793458,5578385
10363599,107564
1222042,592299
13260516,3166
18131012,5764322
19032864,18540
9785937,4471835
1614684,748009
25690425,14436798
7852603,3417035
805605,421646
27154273,14529212
17929264,7092325
29509252,6953031
25352976,5989943
12031663,346853
17979018,4381313
26196220,283209
23346611,8055411
129813,53711
161947,49591
11552905,171515
6059832,446503
28933270,1742
25330370,645329
12352685,103963
8051405,3430777
978924,138141
35166967,13735481
24753588,13404109
15173168,2766330
1985902,794611
19236,29574
3928882,4080
29915449,1061015
451657,253585
838060,435477
838069,435477
838068,435477
10777164,4713554
3076209,592394
295149,4379
295148,4379
967610,60573
104121,19990
13595971,18540
12727182,103144
11449239,7290
26844410,93748
18241979,57189
18345854,1053082
18920700,73432
35717555,7259226
9448957,47465
341717,196012
10147217,7816
287554,18540
53417,25824
5972381,3158890
18445037,583360
604438,66522
1093839,248446
1093838,248446
929582,500
1701063,4379
1019771,2948088
21881486,232661
4759635,41271
7326570,94116
13578671,947
24868897,636748
2586411,3408896
418054,236037
6465982,600775
288372,4026
288370,4026
12447727,4191
29939146,5559570
1344192,947
15300657,6466154
601285,326645
890884,903
3984609,286915
6785219,653525
23202431,7184374
17279867,25575
7083492,1838
1575203,2697
12968935,227234
1386426,656705
381209,4918776
2929257,57189
12230976,244746
16057624,8567
16057628,1230
150273,86816
20322128,7715
1478135,184757
25240073,13733692
11217308,282933
118458,854076
118457,7816
1385088,11155
1806284,919
6314490,1235353
305549,1002
21310943,79787
8520162,245088
265643,155142
381853,450723
27406546,10427
3796640,3080
1147550,562321
6120774,5831763
25030678,4848158
626676,10547
626675,99703
808937,421069
17262341,57189
835547,1127
835544,6580622
9543943,1127
159087,4174
1651784,751695
20888432,6894269
9207144,7970
268706,5481957
13631461,141003
16005110,692308
8552526,3124836
8167429,990
104186,1630
3229707,7440
21570145,159918
18165617,573688
1971234,109726
16080529,5158478
976909,329700
2327936,18986
25467765,31255
17735638,7035523
17339333,42920
1074184,532652
1074186,126596
1074187,83263
193605,6904638
193603,9876
193601,9876
1822832,832980
3390974,997897
9545722,20842
16058207,7906
881321,4699102
1040064,518254
2895860,1254161
3066810,746225
12667725,903
17937655,7096188
17619475,5292647
405069,5681753
3219842,20903
6613653,252347
15809673,134076
7097403,446692
7480210,903
8665149,5031312
6563502,7906
12281583,5105746
10436984,919
13572905,9743
21856418,3288582
1240911,334858
7532121,236064
30193342,14542574
27774246,38917
7409080,99703
3246176,912222
27273617,4624490
1478649,134575
17609461,947
7181336,4699102
24874309,51724
120726,69998
120724,16380
16174875,698792
152531,14002590
21276835,64716
1163630,5031312
17969626,7101975
3066664,120822
30635721,10817621
588900,7440
588904,89311
126980,25575
178911,4624490
22710213,285217
18213292,202688
2610624,7440
9693693,2807040
518672,32513
20658,220
20657,220
31358270,15575372
10364457,113438
36186815,5031312
18304620,2754371
220686,13275
220682,13275
732112,219409
4525853,30195
1229530,54133
18826104,11978
769040,343594
1299495,622955
1330834,5791721
1296786,33322
1456970,18540
237794,990
168499,72605
168496,72605
216122,126716
216123,126716
29629652,15115846
17284027,8124
429679,242147
13376363,5431334
428527,57900
1394604,52454
29101584,1001700
35527634,14147203
6904162,545162
18241668,7189788
211538,123850
211530,123843
2497687,140309
9771765,6669
19201765,19879
256029,59688
761271,8898
23605007,3181696
919674,23162
8356214,947
12135436,7906
35673154,14694907
709698,4026
20565844,7579629
7920056,850723
9902567,227771
10049570,75055
6676608,228679
6781313,1171277
24517,4584557
20773713,5031312
130444,4026
17190936,6872421
2410624,433607
6383308,417720
1590986,738399
23873444,4537490
8789052,4175512
9713232,7363
7278,4881
2953243,109461
13432805,955130
20549470,2360
19431783,285217
6084456,466560
1298584,88595
15749152,172258
22891742,528937
755708,261790
239493,4026
6929203,592443
5559847,2452962
1134602,29947
17205297,4682022
50472,13275
50479,13847
50478,13275
9218650,2824444
8625002,144233
29993389,7491235
31378341,713564
433478,6904638
946850,79579
19196,29574
784084,29574
13226667,5387396
17860779,7068305
3875325,78741
15779049,112534
2285594,5003872
144608,34610
14289499,585639
1388192,5158478
9266808,93443
260671,1315
6235348,451062
6223326,5031312
33606663,14931595
13339728,1095402
20578750,7764627
521050,675106
17310024,2753695
23157877,5559570
21415507,6894088
362422,5989
1497744,3472
705652,32121
24988772,1234496
1806798,7440
1998709,832213
77201,903
22363279,8280429
944135,4026
9033331,479733
594103,3020747
3908729,214130
10345698,25415
9978005,11562
863362,5740914
6355752,2881861
1089337,7531
6553280,5031312
24318430,669307
1654770,86859
1901836,329405
657504,125127
2143171,1011
236184,138141
236187,4017529
236183,138141
24262961,35222
236188,138141
2151894,237478
9560630,5778021
18080012,4624490
6693530,446692
2223343,951328
67397,91847
12456197,7440
3320385,617349
7040652,2043856
1430405,415593
17867274,68597
595591,5158478
13278291,15496
22308544,7617
22602963,30630
199265,49928
17659576,196158
2303750,7440
8850512,520810
29219191,1134985
24886054,14416264
17674218,5855893
3190024,33998
53352,13558
1269942,6373
21863850,7263602
569326,311427
3319037,46243
12639054,5105595
17737170,6466154
19420205,29963
3416372,69010
945770,7906
1639333,758104
13578497,7440
435376,11155
22543936,110180
22543937,110180
65336,15435
65337,64845
65335,36910
65338,18540
2726049,17267800
10041732,80834
2149610,347398
15982527,4805965
17465683,5762017
6011611,25000
3025091,13661
26111665,542874
17930791,80892
240994,141003
240990,141003
846491,6466154
846490,6466154
46231,24956
30770870,15418019
9028798,2014
7495444,3293292
19243916,195780
13533586,639391
6435644,167915
11197510,8076193
20661168,7259226
8878909,6466154
11089150,11553658
31423143,103007
34209751,16379658
8554861,20775
1608894,80891
2407678,264090
4382079,53812
1330089,441485
1530853,713851
148163,85722
148160,85722
148164,85722
148165,7906
9747995,527954
18398723,4118993
11091103,13638502
10783485,836293
439008,150560
1874895,41271
1874899,41271
22168733,25415
23453211,903
12585675,1438
4417262,1070423
1440458,80970
33538,18882
619035,334651
11630782,11145
1278809,181611
6150334,1920032
3227974,7440
20894249,1910902
897487,11523
9317192,3503
8411147,947
3615023,82601
7656604,26490
3376496,796577
18223827,184369
3230136,28502
6422978,2910683
23473202,196016
1294271,20775
716696,2742325
310884,28115
17246631,16083673
15737050,919
931245,12826
2827977,1230046
6320213,142
7843495,3201303
1394796,1936
104831,359801
8516481,947
20763748,842541
206644,1061015
27214152,14845140
7257331,3103256
779540,45673
26207101,11296446
1301926,623718
7399932,903
49513,27887
31360244,14191409
26230011,3472
3348584,161335
654484,4699102
12438360,4723295
685203,366704
980556,14870
14823534,2360
722818,384524
1785217,2847125
1785216,5158478
24814608,7577886
7049415,257119
2113035,54491
971881,13847
17418867,3009451
831071,919
13561358,159700
881508,209272
3223649,57900
3223648,57900
16057128,346853
16057120,6544360
6473543,622469
13607828,987104
28531301,7161209
19195275,64716
18589755,18540
11757805,415315
582872,317765
8441875,277033
157608,3565
13648769,5835601
23566146,13847
1153018,130267
21955886,903
83275,1938
769763,115392
26530848,13807841
9333970,494025
10407023,705949
25534128,804260
25950805,934133
265681,59190
660441,77318
27428030,2876553
1450860,20903
318268,182934
3434158,3528
99404,4026
99403,4026
26059425,1217112
356062,204004
32804,903
22365455,143178
2236805,1010685
16476478,5786093
17189979,6872063
12356365,875661
21267770,947
260683,1742
30527611,14852754
11929538,947
16705267,990983
2299478,3012988
3179661,481434
387457,220244
235846,6878
235842,28345
23289359,4169916
6737686,7259226
537650,28115
2340139,15099436
2340137,31907
2775746,132267
617495,5158478
2674718,5617559
2115719,589444
2987656,65528
120367,5144
31537692,13807841
11085473,203730
25315715,13792808
25586689,14002590
5210265,461533
6400249,1690778
5956286,5587410
25647256,2821144
12468781,5161973
36132283,72460
31951923,15760444
18667207,1838
19352680,1849189
6348973,554194
881361,44736
1371100,6989
1184698,65528
2239248,1117307
9702122,26853
17834848,5031312
981910,5989
10419002,903
22007895,875661
596077,324251
1108764,32349
111044,36718
96087,55254
26715021,59390
6702355,108368
24769928,13418612
1622552,155926
17268279,6899779
6085442,2317824
884663,1725737
7542716,1243030
1633168,8130
980966,494520
2702800,219994
1133635,481903
1650189,130267
6782699,29967
1605833,100859
8497232,4624490
29749029,4261
272102,13453
26264784,796667
103744,59970
34372505,16485155
15788435,13275
904844,973
4921194,947
27287145,6894258
24724588,13146
842813,6466154
842814,6466154
1577179,147251
32768197,16065363
29283553,7054610
27043,705
27041,705
25784766,8382753
8354492,143226
199388,116236
13586848,947
5501215,450926
5501213,4081
25441261,11238
1505483,204985
1505484,204985
2659048,242358
20416826,6938394
153356,88674
1244799,65528
18406158,73434
993609,444023
984838,55582
130546,75055
130548,75055
2414444,19363
22929519,71177
4835822,7259226
26528917,14343119
1915465,27173
13480594,7855
415314,7440
415316,7440
30054293,96407
415313,7440
32814910,15082333
17238124,5766152
3128710,5086768
18233513,464667
65152,104713
24814206,6570292
4861120,236790
906943,128738
7136736,6527573
1323028,44407
175869,3472
13617731,5817486
32817552,14932739
21263815,32121
907281,7440
2625916,947
13598539,29812
29605068,947
165251,96068
35419273,44407
6270527,1073759
175033,25415
175035,25415
227288,8567
9666603,6466154
5574014,13275
13647362,4699102
13134962,1957072
8050677,3487926
8063169,253991
12539661,2697
95894,4388
1616959,93394
25620725,1176727
17284742,16070
13010234,446692
8680420,984651
338809,143178
2195335,388874
31952307,15760564
3554681,3012988
20723806,505992
34036158,924136
657208,353157
2793399,5747625
13066585,3331440
25584419,4624490
3868791,26814
25584412,86816
552186,7054610
884306,181576
6298237,1125581
7183544,847059
18295691,30630
17300845,96714
23398938,49928
5737116,2565010
34515496,16474593
2210840,707493
91010,52289
839815,65646
1499941,947
1239200,221450
451281,16938
1886290,16070
2613825,1152939
1233818,293740
9797132,29605
668953,29939
29058097,7732
29515213,15085026
6421376,80991
65210,35771
65214,947
11667259,287127
20605349,421923
404538,27940
2351635,126475
36108172,15549108
23868183,6860971
21442388,28524
32621717,13450002
26831064,6879726
467119,140859
14734291,4699102
7080166,15435
13707574,1390059
7113815,13275
165873,96381
17704301,7024910
28453900,13275
2154163,623141
1399199,661540
12703171,4852327
131421,2742325
6945948,3104726
9329900,1026828
18758857,381221
32531,5158478
673880,195780
1140120,19363
47721,1221698
97528,150277
18046427,4379
1401379,947
2723975,193286
1668446,80970
1156983,146875
1330786,117156
21961473,4751508
2328084,1045778
1385823,481903
9265134,4339673
82319,29963
879302,9388
18344489,10547
6561233,7054610
6359381,224726
15017831,15640565
29486405,15077255
13517233,875661
6640159,6989
10928004,8164
15806395,194710
18119649,644842
27070322,252074
554651,500
3577171,125103
24238476,4026
877233,246658
25660122,184404
35489042,14250517
24505206,13166
1050195,26415
3285336,140309
18366009,354559
18366001,354559
24995940,3027717
3007026,947
23233075,16070
6577678,7715
4826307,2009242
18726473,318705
499918,23988
380544,4699102
9160961,1086744
7902769,110182
6500395,576901
1124660,336308
7857966,369563
18583332,13275
10914065,4750208
29636118,15117761
461927,25415
26252952,3337819
20098464,7671323
9277436,4342641
6464327,421069
7284063,494717
9661702,1438
17868181,196947
5669616,230328
12394237,4471068
3697052,692924
3137660,460308
385281,143226
3479389,5158478
21923457,1554716
58359,9325
12602388,2798088
15718345,3953690
1419249,668861
2778682,682506
25495637,27487
346461,125127
47141,903
20573490,13836
10724131,153430
22116869,8209908
2194590,994621
7745585,87004
30148497,407179
183269,330085
20445532,1447334
29936811,15188135
584701,144497
3167965,80970
7161517,2921541
395250,224350
395251,224350
395252,224350
395259,224350
5633529,605800
2583018,34336
1916751,947
30228310,6548374
31698849,5031312
943887,6466154
1063434,82947
5760565,29955
1231686,61636
4096668,1268083
35648151,17020004
16081112,72605
