book_id,text_reviews_count,country_code,is_ebook,average_rating,description,format,link,url,image_url,ratings_count,work_id,title,title_without_series
11517452,4,US,true,3.96,"In this first adult novel by the New York Times bestselling author of the unforgettable Crank trilogy, three female friends face midlife crisis in a no holds-barred exploration of sex, marriage, and the fragility of life.
Ellen Hopkins has made her mark as the wildly popular author of several novels for young adults--every one of them a New York Timesbestseller, and every one a hard-hitting exploration of tough-to-tackle topics. Now, in Triangles, Hopkins brings her storytelling mastery and fearlessness to take on the challenges of adult dramas.
In this emotionally powerful novel, three women face the age-old midlife question: If I'm halfway to death, is this all I've got to show for it? Holly, filled with regret for being a stay-at-home mom, sheds sixty pounds and loses herself in the world of extramarital sex. Andrea, a single mom and avowed celibate, watches her friend Holly's meltdown with a mixture of concern and contempt. Holly is throwing away what Andrea has spent her whole life searching for--a committed relationship with a decent guy. So what if Andrea picks up Holly's castaway husband? Then there's Marissa. She has more than her fair share of challenges--a gay teenage son, a terminally ill daughter, and a husband who buries himself in his work rather than face the facts. As one woman's marriage unravels, another one's rekindles. As one woman's family comes apart at the seams, another's is reconfigured into something bigger and better. In this story of connections and disconnections, one woman's up is another one's down, and all three of them will learn the meaning of friendship, betrayal, and forgiveness before it is through.",ebook,https://www.goodreads.com/book/show/11517452-triangles,https://www.goodreads.com/book/show/11517452-triangles,https://images.gr-assets.com/books/1309672946m/11517452.jpg,14,15709019,Triangles,Triangles
11399139,2,US,true,3.31,"One of the greatest plays of all time, the compelling tragedy of the tormented young prince of Denmark continues to capture the imaginations of modern audiences worldwide. Confronted with evidence that his uncle murdered his father, and with his mother's infidelity, Hamlet must find a means of reconciling his longing for oblivion with his duty as avenger. The ghost, Hamlet's feigned madness, Ophelia's death and burial, the play within a play, the ""closet scene"" in which Hamlet accuses his mother of complicity in murder, and breathtaking swordplay are just some of the elements that make Hamlet an enduring masterpiece of the theater.",Paperback,https://www.goodreads.com/book/show/11399139-poetry-after-9-11,https://www.goodreads.com/book/show/11399139-poetry-after-9-11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,13,16331596,Poetry After 9/11: An Anthology of New York Poets,Poetry After 9/11: An Anthology of New York Poets
29869936,5,US,true,3.7,Hesiodo - La Teogonia es una obra poetica escrita por Hesiodo. Contiene una de las mas antiguas versiones del origen del cosmos y el linaje de los dioses de la mitologia griega. Es una de las obras claves de la epica grecolatina.,Paperback,https://www.goodreads.com/book/show/29869936-teogon-a,https://www.goodreads.com/book/show/29869936-teogon-a,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,50,375246,Teogonía,Teogonía
17861288,1,US,true,4.58,45 poems in the public domain by Edward Estlin Cummings,ebook,https://www.goodreads.com/book/show/17861288-edward-estlin-cummings--45-poems-,https://www.goodreads.com/book/show/17861288-edward-estlin-cummings--45-poems-,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12,25007141,Edward Estlin Cummings -45 poems-,Edward Estlin Cummings -45 poems-
30984227,1,US,true,3.52,"Samantha Jayne knows that life post-college isn't as glamorous as all undergrads think it's going to be . . . because she's currently living it. At twenty-five, Samantha began creating doodles and funny poems about her #struggle to share with friends on Instagram. To her surprise, these poems were picked up by twenty-somethings all around the world who agreed, 'This is literally us.' 
At a time when it seems like everyone else is getting married, snagging a dream job and paying off their student loans, Samantha captures the voice of young people everywhere who know that your twenties can sometimes be the exact opposite of 'the best years of your life'.",Paperback,https://www.goodreads.com/book/show/30984227-quarter-life-poetry,https://www.goodreads.com/book/show/30984227-quarter-life-poetry,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,8,45957511,Quarter Life Poetry,Quarter Life Poetry
29545462,1,US,true,3.86,"Love at First Book: a short story in verse...
From across the coffee shop Lorelei catches a stanza of heart-stopping description of a boy with a book in his back pocket. And that might have been her last line if he didn't leave it behind with a poem tucked between the pages. A poem about a candy-striper with bright hair and an angel's voice who reads to hospital patients like Lorelei does.",Kindle Edition,https://www.goodreads.com/book/show/29545462-love-at-first-book,https://www.goodreads.com/book/show/29545462-love-at-first-book,https://images.gr-assets.com/books/1458289107m/29545462.jpg,3,45717733,Love at First Book,Love at First Book
21896506,2,US,true,4.21,"Compendio dos Poemas de Florbela Espanca publicados nas obras: ""Livro de Magoas"", ""Livro de Soror Saudade"", ""Charneca em Flor"", ""Reliquiae"" e ""O Livro DE Ele"".",ebook,https://www.goodreads.com/book/show/21896506-sonetos-completos-de-florbela-espanca,https://www.goodreads.com/book/show/21896506-sonetos-completos-de-florbela-espanca,https://images.gr-assets.com/books/1397231093m/21896506.jpg,47,41188282,Sonetos Completos de Florbela Espanca,Sonetos Completos de Florbela Espanca
18624885,66,US,true,3.13,"qbl 'n tshr` fy qr@ lsTwr lqdm@ , `lW m dhkrh lan yuthnyk `n lbid .
mbdy'yan , hdh lys ktb tnmy@ bshry@ , , lm 'drsh wlm 'fkr Ht~ .
wn knt tbHth `n ktb yuDyf lyka mn lnHy@i l'dby@i wllGwy@i fnSHk bGlqh fhw ln yufydk bshy mnhm ..
'w n knta tbHth `n rwy@ shyWq@ 'w m`lwmt `ilmy@ qd tfydk fhdh ln tjdh hn 'yDan ..
lkn , n knta tbHth 'w tHtj l'shr@in m "" qd "" tjdh hun ..
w`l~ `tbri 'n tjrb lHy@i tkhtlf mn shkhSin lakhr .. fm mrrtu bh lm ymur bh Gyry wm mraW bh Gyry lm 'mr bh .. w 'nh Ht~ lan lm ykn m mrrt bh blkthyri wl blS`bi jdan lknW~ stT`tu stntj `d@ 'shy bsyT@ ..
wlshy m dkhly 'Hbbt 'n 'dwWnh `lWh ykwn shm`@ tDy l'Hdhm llyl ..
wl'n Hdhm 'khbrny fy dht mr@ :
"" s`t bnbq~ `rfyn lklm dh klh bs mHtjyn nsm`h ""
wl'nh 'Hynan kthyr@ nkwn bHj@an lsm`i mthl hdh lklm .. 'Hynan l njd mn ykhbrn bih , 'Hynan nHn mn yqrr lSmt w`dm lbwHi .
llHqi trddt kthyran fy nshr lktb.
lkn l b's .. `tqd 'n fy'@ m wlw qly@ jdan jdan . Ht~ wn kn shkhS wHd fqT qd ystfyd .. whdh 'hm m fy l'mr ..",ebook,https://www.goodreads.com/book/show/18624885,https://www.goodreads.com/book/show/18624885,https://images.gr-assets.com/books/1391675513m/18624885.jpg,228,26413219,ضي,ضي
13647986,7,US,true,4.17,"One of the greatest plays of all time, the compelling tragedy of the tormented young prince of Denmark continues to capture the imaginations of modern audiences worldwide. Confronted with evidence that his uncle murdered his father, and with his mother's infidelity, Hamlet must find a means of reconciling his longing for oblivion with his duty as avenger. The ghost, Hamlet's feigned madness, Ophelia's death and burial, the play within a play, the ""closet scene"" in which Hamlet accuses his mother of complicity in murder, and breathtaking swordplay are just some of the elements that make Hamlet an enduring masterpiece of the theater.",Kindle Edition,https://www.goodreads.com/book/show/13647986-the-lady-of-shalott,https://www.goodreads.com/book/show/13647986-the-lady-of-shalott,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,93,1026788,The Lady Of Shalott,The Lady Of Shalott
20470799,1,US,true,4.4,"One of the greatest plays of all time, the compelling tragedy of the tormented young prince of Denmark continues to capture the imaginations of modern audiences worldwide. Confronted with evidence that his uncle murdered his father, and with his mother's infidelity, Hamlet must find a means of reconciling his longing for oblivion with his duty as avenger. The ghost, Hamlet's feigned madness, Ophelia's death and burial, the play within a play, the ""closet scene"" in which Hamlet accuses his mother of complicity in murder, and breathtaking swordplay are just some of the elements that make Hamlet an enduring masterpiece of the theater.",Paperback,https://www.goodreads.com/book/show/20470799-ask-me,https://www.goodreads.com/book/show/20470799-ask-me,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,25,25142540,Ask Me: 100 Essential Poems of William Stafford,Ask Me: 100 Essential Poems of William Stafford
15777397,3,US,true,4.06,"21 New and never before published poems by the author of A Dark Faerie Tale Series (Ever Shade & Ever Fire) and the Reign of Blood Series.
Love is subjective and life is but what lurks in your mind. A collection of poems filled with longing, contemplation and loss. Step into the depths and lose reality.
Two collections in one. This includes Whispers of Dreams (A Poetic Collection)
37 poems by Alexia Purdy, also available seperately",Kindle Edition,https://www.goodreads.com/book/show/15777397-five-fathoms-poetic-collection,https://www.goodreads.com/book/show/15777397-five-fathoms-poetic-collection,https://images.gr-assets.com/books/1343644109m/15777397.jpg,16,21490058,Five Fathoms Poetic Collection,Five Fathoms Poetic Collection
19674780,6,US,true,4.13,"Whitman is today regarded as America's Homer or Dante, and his work the touchstone for literary originality in the New World. In Leaves of Grass, he abandoned the rules of traditional poetry - breaking the standard metred line, discarding the obligatory rhyming scheme, and using the vernacular. Emily Dickinson condemned his sexual and physiological allusions as `disgraceful', but Emerson saw the book as the `most extraordinary piece of wit and wisdom that America has yet contributed'. A century later it is his judgement of this autobiographical vision of the vigour of the American nation that has proved the more enduring. This is the most up-to-date edition for student use, with full critical apparatus.",Paperback,https://www.goodreads.com/book/show/19674780-leaves-of-grass,https://www.goodreads.com/book/show/19674780-leaves-of-grass,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,35,28117,Leaves of Grass,Leaves of Grass
8488725,1,US,true,3.93,"This is the exquisitely tender story of love that beats desperately against the taboos of Oriental tradition. With great sensitivity, Gibran describes his passion as a youth for Selma Karamy, the girl of Beirut who first unfolded to him the secrets of love. But it is a love that is doomed by a social convention which forces Selma into marriage with another man. Portraying the happiness and infinite sorrow of his relationship with Selma, Gibran at the same time probes the spiritual meaning of human existence with profound compassion. **Lightning Print On Demand Title",Paperback,https://www.goodreads.com/book/show/8488725-broken-wings,https://www.goodreads.com/book/show/8488725-broken-wings,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,27,1676536,Broken Wings,Broken Wings
20327334,2,US,true,3.73,"One of the greatest plays of all time, the compelling tragedy of the tormented young prince of Denmark continues to capture the imaginations of modern audiences worldwide. Confronted with evidence that his uncle murdered his father, and with his mother's infidelity, Hamlet must find a means of reconciling his longing for oblivion with his duty as avenger. The ghost, Hamlet's feigned madness, Ophelia's death and burial, the play within a play, the ""closet scene"" in which Hamlet accuses his mother of complicity in murder, and breathtaking swordplay are just some of the elements that make Hamlet an enduring masterpiece of the theater.",Paperback,https://www.goodreads.com/book/show/20327334-christmas-bells,https://www.goodreads.com/book/show/20327334-christmas-bells,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,14,28172556,Christmas Bells,Christmas Bells
24906265,2,US,true,3.06,"One of the greatest plays of all time, the compelling tragedy of the tormented young prince of Denmark continues to capture the imaginations of modern audiences worldwide. Confronted with evidence that his uncle murdered his father, and with his mother's infidelity, Hamlet must find a means of reconciling his longing for oblivion with his duty as avenger. The ghost, Hamlet's feigned madness, Ophelia's death and burial, the play within a play, the ""closet scene"" in which Hamlet accuses his mother of complicity in murder, and breathtaking swordplay are just some of the elements that make Hamlet an enduring masterpiece of the theater.",Paperback,https://www.goodreads.com/book/show/24906265-the-little-black-boy,https://www.goodreads.com/book/show/24906265-the-little-black-boy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,16,44556732,The Little Black Boy,The Little Black Boy
10749192,1,US,true,3.92,"Read a poem to yourself in the middle of the night. Turn on a single lamp and read it while you're alone in an otherwise dark room or while someone sleeps next to you. Say it over to yourself in a place where silence reigns and the din of culture the constant buzzing noise that surrounds you has momentarily stopped. This poem has come from a great distance to find you."" So begins this astonishing book by one of our leading poets and critics. In an unprecedented exploration of the genre, Hirsch writes about what poetry is, why it matters, and how we can open up our imaginations so that its message which is of vital importance in day-to-day life can reach us and make a difference. For Hirsch, poetry is not just a part of life, it is life, and expresses like no other art our most sublime emotions. In a marvelous reading of world poetry, including verse by such poets as Wallace Stevens, Elizabeth Bishop, Pablo Neruda, William Wordsworth, Sylvia Plath, Charles Baudelaire, and many more, Hirsch discovers the meaning of their words and ideas and brings their sublime message home into our hearts. A masterful work by a master poet, this brilliant summation of poetry and human nature will speak to all readers who long to place poetry in their lives but don't know how to read it.",ebook,https://www.goodreads.com/book/show/10749192-how-to-read-a-poem,https://www.goodreads.com/book/show/10749192-how-to-read-a-poem,https://images.gr-assets.com/books/1408314068m/10749192.jpg,1,199987,How to Read a Poem: And Fall in Love with Poetry,How to Read a Poem: And Fall in Love with Poetry
35435558,2,US,true,5.0,"A collection of five of original poems revolving around nature, principally about the positive aspects of it. There are several different poetry styles in this book: Haiga, Haiku, Alouette, and Free Verse -- and each is assured to delight the reader, including original photographs and a sketch the author captured in her travels.",Kindle Edition,https://www.goodreads.com/book/show/35435558-behold-the-rainbow,https://www.goodreads.com/book/show/35435558-behold-the-rainbow,https://images.gr-assets.com/books/1497466822m/35435558.jpg,2,56815872,Behold the Rainbow:  Poetry,Behold the Rainbow:  Poetry
11890081,3,US,true,4.16,"Whether a scholar of the classics or an admirer of fine poetry, this is the only Kindle version of Sappho's work that presents each fragment in the original Greek alongside a concise brand new English translation. A brief biography is also included, as well as an Ancient Greek pronounciation section, allowing you to read aloud and experience the true beauty of Sappho's original text.
Bonus edition: this eBook also includes the recent 2005 discovery of a near complete poem by Sappho. And still offered at the most affordable price!
Please visit www.delphiclassics.comfor more information on our other titles.
Other Delphi Classics available on Kindle:
? The Complete Works of Aeschylus
? The Complete Works of Sophocles
? The Complete Works of Aristophanes
? The Complete Works of Euripides
Dual texts
? The Works of Pindar (Greek and English version)
? The Works of Sappho (Greek and English version)
? The Works of Alcaeus (Greek and English version)
? The Works of Catullus (Latin and English version)
www.delphiclassics.com",Paperback,https://www.goodreads.com/book/show/11890081-the-complete-works-of-sappho,https://www.goodreads.com/book/show/11890081-the-complete-works-of-sappho,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,29,1456006,The Complete Works of Sappho,The Complete Works of Sappho
5966818,2,US,true,4.29,"One of the greatest plays of all time, the compelling tragedy of the tormented young prince of Denmark continues to capture the imaginations of modern audiences worldwide. Confronted with evidence that his uncle murdered his father, and with his mother's infidelity, Hamlet must find a means of reconciling his longing for oblivion with his duty as avenger. The ghost, Hamlet's feigned madness, Ophelia's death and burial, the play within a play, the ""closet scene"" in which Hamlet accuses his mother of complicity in murder, and breathtaking swordplay are just some of the elements that make Hamlet an enduring masterpiece of the theater.",ebook,https://www.goodreads.com/book/show/5966818-night-music,https://www.goodreads.com/book/show/5966818-night-music,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,7,6139748,Night Music,Night Music
6984846,1,US,true,3.39,"From writer, critic, and popular cultural icon bell hooks comes a seductive portrait of passion in fifty soul-stirring poems.
When Angels Speak of Loveheralds the debut of a major new poet: bell hooks. World renowned for her courageous, provocative intellectual writing and her alluring charisma, hooks poetically engages the erotic imagination -- creating a tapestry of words that are sensual, lush, and profoundly inspiring.
In this beautiful new collection, hooks illuminates our experiences with love -- tracing the link between seduction and surrender; the intensity of desire; and the anguish of death.
hooks's previous four titles on the topic of love -- from All About Loveto The Will to Change-- have made her the go-to source for readers longing to bring more love into every aspect of their lives. These words are meant to be read aloud and learned by heart. This ecstatic collection affirms hooks's position as the high priestess of love.",ebook,https://www.goodreads.com/book/show/6984846-when-angels-speak-of-love,https://www.goodreads.com/book/show/6984846-when-angels-speak-of-love,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3,50148,When Angels Speak of Love,When Angels Speak of Love
28347334,1,US,true,4.14,"One of the greatest plays of all time, the compelling tragedy of the tormented young prince of Denmark continues to capture the imaginations of modern audiences worldwide. Confronted with evidence that his uncle murdered his father, and with his mother's infidelity, Hamlet must find a means of reconciling his longing for oblivion with his duty as avenger. The ghost, Hamlet's feigned madness, Ophelia's death and burial, the play within a play, the ""closet scene"" in which Hamlet accuses his mother of complicity in murder, and breathtaking swordplay are just some of the elements that make Hamlet an enduring masterpiece of the theater.",Paperback,https://www.goodreads.com/book/show/28347334-go-and-catch-a-falling-star,https://www.goodreads.com/book/show/28347334-go-and-catch-a-falling-star,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9,48400071,Go and Catch a Falling Star,Go and Catch a Falling Star
23941430,4,US,true,3.24,"One of the greatest plays of all time, the compelling tragedy of the tormented young prince of Denmark continues to capture the imaginations of modern audiences worldwide. Confronted with evidence that his uncle murdered his father, and with his mother's infidelity, Hamlet must find a means of reconciling his longing for oblivion with his duty as avenger. The ghost, Hamlet's feigned madness, Ophelia's death and burial, the play within a play, the ""closet scene"" in which Hamlet accuses his mother of complicity in murder, and breathtaking swordplay are just some of the elements that make Hamlet an enduring masterpiece of the theater.",Paperback,https://www.goodreads.com/book/show/23941430-nothing-in-this-world-is-free-just-poetry,https://www.goodreads.com/book/show/23941430-nothing-in-this-world-is-free-just-poetry,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,25,43546425,"Nothing In This World Is Free, Just Poetry!","Nothing In This World Is Free, Just Poetry!"
18336159,1,US,true,4.58,"In FUGITIVE PIGMENTS, Ruth Bavetta brings together the worlds of poetry and art. These are ekphrastic poems, instructive poems, poems riffing off the principles of art--the art of living, of shading, perspective, colors; how to create an exquisite corpse, and what one should know about shadows. Bavetta speaks in the voice of Joseph Cornell, addresses Alice Neel, wakes up under a sky painted by Andrea Mantegna. She writes of making art, looking at art, teaching art--teaching us to see.",Kindle Edition,https://www.goodreads.com/book/show/18336159-fugitive-pigments,https://www.goodreads.com/book/show/18336159-fugitive-pigments,https://images.gr-assets.com/books/1376679191m/18336159.jpg,1,24162554,Fugitive Pigments,Fugitive Pigments
8805803,19,US,true,4.1,"The Bhagavad Gita, OC The Song of the Lord, OCO is probably the best known of all the Indian scriptures, and EaswaranOCOs clear, accessible translation is the best-selling edition. The Gita opens dramatically, with prince Arjuna collapsing in anguish on the brink of a war that he doesnOCOt want to fight. Arjuna has lost his way on the battlefield of life, and turns to his spiritual guide, Sri Krishna, the Lord himself. Krishna replies in 700 verses of sublime instruction on living and dying, loving and working, and the nature of the soul.
This book includes an extensive and very readable introduction, which places the Gita in its historical setting, explains the key concepts, and brings out the universality of its teachings. Individual chapter introductions prepare the reader for the main themes, and notes, a Sanskrit glossary, and an index are included.
Although the battlefield is a perfect backdrop, for Easwaran the GitaOCOs subject is the war within, the struggle for self-mastery that every human being must wage. ArjunaOCOs dilemma is acutely modern, and the GitaOCOs message remains as relevant for us now as it was for ancient India.
""",ebook,https://www.goodreads.com/book/show/8805803-bhagavad-gita,https://www.goodreads.com/book/show/8805803-bhagavad-gita,https://images.gr-assets.com/books/1328759098m/8805803.jpg,176,1492580,Bhagavad Gita,Bhagavad Gita
11872363,6,US,true,4.06,"One of the greatest plays of all time, the compelling tragedy of the tormented young prince of Denmark continues to capture the imaginations of modern audiences worldwide. Confronted with evidence that his uncle murdered his father, and with his mother's infidelity, Hamlet must find a means of reconciling his longing for oblivion with his duty as avenger. The ghost, Hamlet's feigned madness, Ophelia's death and burial, the play within a play, the ""closet scene"" in which Hamlet accuses his mother of complicity in murder, and breathtaking swordplay are just some of the elements that make Hamlet an enduring masterpiece of the theater.",Paperback,https://www.goodreads.com/book/show/11872363-the-divine-comedy,https://www.goodreads.com/book/show/11872363-the-divine-comedy,https://images.gr-assets.com/books/1494950485m/11872363.jpg,426,809248,The Divine Comedy,The Divine Comedy
